type,dataset,algorithm,stable,n,seed,ok,error,compares,cmp_flips,key_reads,aux_peak_bytes,order_hash
int32,sparse_bits,slice::sort_by_cached_key,1,1000000,20260912,1,,20534070,4116396,1000000,8000000,91eb6bd161bb9915
int32,sparse_bits,glidesort,1,1000000,20260912,1,,11355790,4308829,,4000000,91eb6bd161bb9915
double,random,brainsort,1,1000000,20260912,1,,1024,687,,8565696,7cf41c6ae8e41fe9
double,random,slice::sort,1,1000000,20260912,1,,20824681,9468895,,8000000,7cf41c6ae8e41fe9
double,random,slice::sort_by_cached_key,1,1000000,20260912,1,,20427867,9344541,1000000,16000000,7cf41c6ae8e41fe9
double,random,glidesort,1,1000000,20260912,1,,20825358,9548652,,8000000,7cf41c6ae8e41fe9
double,sorted,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
double,sorted,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
double,sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,307276fdb96f3683
double,sorted,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
double,reverse,brainsort,1,1000000,20260912,1,,999999,0,,0,158fc65869de5ec3
double,reverse,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,158fc65869de5ec3
double,reverse,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,158fc65869de5ec3
double,reverse,glidesort,1,1000000,20260912,1,,999999,0,,8000000,158fc65869de5ec3
double,nearly_sorted,brainsort,1,1000000,20260912,1,,3333771,247933,,1179648,756421856b0e4e51
double,nearly_sorted,slice::sort,1,1000000,20260912,1,,19044056,331446,,8000000,756421856b0e4e51
double,nearly_sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,21039491,1264796,1000000,16000000,756421856b0e4e51
double,nearly_sorted,glidesort,1,1000000,20260912,1,,19655201,11044924,,8000000,756421856b0e4e51
double,few_unique,brainsort,1,1000000,20260912,1,,1024,672,,8549312,15ad57c01be48389
double,few_unique,slice::sort,1,1000000,20260912,1,,8875648,3306588,,8000000,15ad57c01be48389
double,few_unique,slice::sort_by_cached_key,1,1000000,20260912,1,,20273677,3422444,1000000,16000000,15ad57c01be48389
double,few_unique,glidesort,1,1000000,20260912,1,,9912338,3953535,,8000000,15ad57c01be48389
double,all_equal,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
double,all_equal,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
double,all_equal,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,307276fdb96f3683
double,all_equal,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
double,runs,brainsort,1,1000000,20260912,1,,1008761,1003,,16131104,d804ddcd10e09f15
double,runs,slice::sort,1,1000000,20260912,1,,10174651,2233702,,8000000,d804ddcd10e09f15
double,runs,slice::sort_by_cached_key,1,1000000,20260912,1,,20821772,2871477,1000000,16000000,d804ddcd10e09f15
double,runs,glidesort,1,1000000,20260912,1,,9190607,3829317,,8000000,d804ddcd10e09f15
double,organ_pipe,brainsort,1,1000000,20260912,1,,1999997,999998,,8000032,dabde26c930508e3
double,organ_pipe,slice::sort,1,1000000,20260912,1,,1999997,999998,,8000000,dabde26c930508e3
double,organ_pipe,slice::sort_by_cached_key,1,1000000,20260912,1,,26709931,1144279,1000000,16000000,dabde26c930508e3
double,organ_pipe,glidesort,1,1000000,20260912,1,,2000508,285477,,8000000,dabde26c930508e3
double,small_range,brainsort,1,1000000,20260912,1,,1024,656,,16008224,3fb16c6cc310994b
double,small_range,slice::sort,1,1000000,20260912,1,,4384510,980283,,8000000,3fb16c6cc310994b
double,small_range,slice::sort_by_cached_key,1,1000000,20260912,1,,20354424,1011845,1000000,16000000,3fb16c6cc310994b
double,small_range,glidesort,1,1000000,20260912,1,,4565822,1005552,,8000000,3fb16c6cc310994b
double,sawtooth,brainsort,1,1000000,20260912,1,,1002088,1999,,16008224,5ff0ed0d14ef7a03
double,sawtooth,slice::sort,1,1000000,20260912,1,,10970955,1998000,,8000000,5ff0ed0d14ef7a03
double,sawtooth,slice::sort_by_cached_key,1,1000000,20260912,1,,20488980,1747298,1000000,16000000,5ff0ed0d14ef7a03
double,sawtooth,glidesort,1,1000000,20260912,1,,10971236,1397342,,8000000,5ff0ed0d14ef7a03
double,prefixed,brainsort,1,1000000,20260912,1,,1024,687,,8532928,7cf41c6ae8e41fe9
double,prefixed,slice::sort,1,1000000,20260912,1,,20824681,9468895,,8000000,7cf41c6ae8e41fe9
double,prefixed,slice::sort_by_cached_key,1,1000000,20260912,1,,20427867,9344541,1000000,16000000,7cf41c6ae8e41fe9
double,prefixed,glidesort,1,1000000,20260912,1,,20825358,9548652,,8000000,7cf41c6ae8e41fe9
int64,random,brainsort,1,1000000,20260912,1,,1024,670,,8565696,9e55b5f4a3048379
int64,random,slice::sort,1,1000000,20260912,1,,20834636,9466685,,8000000,9e55b5f4a3048379
int64,random,slice::sort_by_cached_key,1,1000000,20260912,1,,20395184,9344252,1000000,16000000,9e55b5f4a3048379
int64,random,glidesort,1,1000000,20260912,1,,20812764,9551571,,8000000,9e55b5f4a3048379
int64,sorted,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
int64,sorted,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int64,sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,307276fdb96f3683
int64,sorted,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int64,reverse,brainsort,1,1000000,20260912,1,,999999,0,,0,158fc65869de5ec3
int64,reverse,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,158fc65869de5ec3
int64,reverse,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,158fc65869de5ec3
int64,reverse,glidesort,1,1000000,20260912,1,,999999,0,,8000000,158fc65869de5ec3
int64,nearly_sorted,brainsort,1,1000000,20260912,1,,3333771,247933,,1179648,756421856b0e4e51
int64,nearly_sorted,slice::sort,1,1000000,20260912,1,,19044056,331446,,8000000,756421856b0e4e51
int64,nearly_sorted,slice::sort_by_cached_key,1,1000000,20260912,1,,21039491,1264796,1000000,16000000,756421856b0e4e51
int64,nearly_sorted,glidesort,1,1000000,20260912,1,,19655201,11044924,,8000000,756421856b0e4e51
int64,few_unique,brainsort,1,1000000,20260912,1,,1024,690,,8549312,1619cd8345e34085
int64,few_unique,slice::sort,1,1000000,20260912,1,,8876623,3304826,,8000000,1619cd8345e34085
int64,few_unique,slice::sort_by_cached_key,1,1000000,20260912,1,,20283977,3465476,1000000,16000000,1619cd8345e34085
int64,few_unique,glidesort,1,1000000,20260912,1,,9909825,4009631,,8000000,1619cd8345e34085
int64,all_equal,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
int64,all_equal,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int64,all_equal,slice::sort_by_cached_key,1,1000000,20260912,1,,999999,0,1000000,16000000,307276fdb96f3683
int64,all_equal,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
int64,runs,brainsort,1,1000000,20260912,1,,1008761,1003,,16008224,d804ddcd10e09f15
int64,runs,slice::sort,1,1000000,20260912,1,,10174651,2233702,,8000000,d804ddcd10e09f15
int64,runs,slice::sort_by_cached_key,1,1000000,20260912,1,,20821772,2871477,1000000,16000000,d804ddcd10e09f15
int64,runs,glidesort,1,1000000,20260912,1,,9190607,3829317,,8000000,d804ddcd10e09f15
int64,organ_pipe,brainsort,1,1000000,20260912,1,,1999997,999998,,8000032,dabde26c930508e3
int64,organ_pipe,slice::sort,1,1000000,20260912,1,,1999997,999998,,8000000,dabde26c930508e3
int64,organ_pipe,slice::sort_by_cached_key,1,1000000,20260912,1,,26709931,1144279,1000000,16000000,dabde26c930508e3
int64,organ_pipe,glidesort,1,1000000,20260912,1,,2000508,285477,,8000000,dabde26c930508e3
int64,small_range,brainsort,1,1000000,20260912,1,,1024,656,,16000048,3fb16c6cc310994b
int64,small_range,slice::sort,1,1000000,20260912,1,,4384510,980283,,8000000,3fb16c6cc310994b
int64,small_range,slice::sort_by_cached_key,1,1000000,20260912,1,,20354424,1011845,1000000,16000000,3fb16c6cc310994b
int64,small_range,glidesort,1,1000000,20260912,1,,4565822,1005552,,8000000,3fb16c6cc310994b
int64,sawtooth,brainsort,1,1000000,20260912,1,,1002088,1999,,16004128,5ff0ed0d14ef7a03
int64,sawtooth,slice::sort,1,1000000,20260912,1,,10970955,1998000,,8000000,5ff0ed0d14ef7a03
int64,sawtooth,slice::sort_by_cached_key,1,1000000,20260912,1,,20488980,1747298,1000000,16000000,5ff0ed0d14ef7a03
int64,sawtooth,glidesort,1,1000000,20260912,1,,10971236,1397342,,8000000,5ff0ed0d14ef7a03
int64,prefixed,brainsort,1,1000000,20260912,1,,1024,693,,16008224,8b52872778c86c83
int64,prefixed,slice::sort,1,1000000,20260912,1,,20791956,9460386,,8000000,8b52872778c86c83
int64,prefixed,slice::sort_by_cached_key,1,1000000,20260912,1,,20447337,9299709,1000000,16000000,8b52872778c86c83
int64,prefixed,glidesort,1,1000000,20260912,1,,20822859,9546699,,8000000,8b52872778c86c83
string,random,brainsort,1,1000000,20260912,1,,1043,691,,8532928,465f9ea07f4206e3
string,random,slice::sort,1,1000000,20260912,1,,20808319,9441641,,8000000,465f9ea07f4206e3
string,random,glidesort,1,1000000,20260912,1,,20819141,9544498,,8000000,465f9ea07f4206e3
string,sorted,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
string,sorted,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
string,sorted,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
string,reverse,brainsort,1,1000000,20260912,1,,2093196,107690,,0,f39bf2e03d696785
string,reverse,slice::sort,1,1000000,20260912,1,,21182042,334618,,8000000,f39bf2e03d696785
string,reverse,glidesort,1,1000000,20260912,1,,19054153,11785704,,8000000,f39bf2e03d696785
string,nearly_sorted,brainsort,1,1000000,20260912,1,,3339859,248307,,1179648,b912281b8d7e3ded
string,nearly_sorted,slice::sort,1,1000000,20260912,1,,19052956,339292,,8000000,b912281b8d7e3ded
string,nearly_sorted,glidesort,1,1000000,20260912,1,,19762555,10728395,,8000000,b912281b8d7e3ded
string,few_unique,brainsort,1,1000000,20260912,1,,630742,702,,8524736,28476c91745c523f
string,few_unique,slice::sort,1,1000000,20260912,1,,8857864,3312036,,8000000,28476c91745c523f
string,few_unique,glidesort,1,1000000,20260912,1,,9875474,4003711,,8000000,28476c91745c523f
string,all_equal,brainsort,1,1000000,20260912,1,,999999,0,,0,307276fdb96f3683
string,all_equal,slice::sort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
string,all_equal,glidesort,1,1000000,20260912,1,,999999,0,,8000000,307276fdb96f3683
string,runs,brainsort,1,1000000,20260912,1,,1008761,1003,,16016416,d804ddcd10e09f15
string,runs,slice::sort,1,1000000,20260912,1,,10174651,2233702,,8000000,d804ddcd10e09f15
string,runs,glidesort,1,1000000,20260912,1,,9190607,3829317,,8000000,d804ddcd10e09f15
string,organ_pipe,brainsort,1,1000000,20260912,1,,1999997,999998,,8000032,dabde26c930508e3
string,organ_pipe,slice::sort,1,1000000,20260912,1,,1999997,999998,,8000000,dabde26c930508e3
string,organ_pipe,glidesort,1,1000000,20260912,1,,2000508,285477,,8000000,dabde26c930508e3
string,small_range,brainsort,1,1000000,20260912,1,,1024,656,,16000096,3fb16c6cc310994b
string,small_range,slice::sort,1,1000000,20260912,1,,4384510,980283,,8000000,3fb16c6cc310994b
string,small_range,glidesort,1,1000000,20260912,1,,4565822,1005552,,8000000,3fb16c6cc310994b
string,sawtooth,brainsort,1,1000000,20260912,1,,1002088,1999,,16262176,5ff0ed0d14ef7a03
string,sawtooth,slice::sort,1,1000000,20260912,1,,10970955,1998000,,8000000,5ff0ed0d14ef7a03
string,sawtooth,glidesort,1,1000000,20260912,1,,10971236,1397342,,8000000,5ff0ed0d14ef7a03
string,prefixed,brainsort,1,1000000,20260912,1,,3214523,1138518,,16008224,6b1cd469c981c913
string,prefixed,slice::sort,1,1000000,20260912,1,,20826066,9470290,,8000000,6b1cd469c981c913
string,prefixed,glidesort,1,1000000,20260912,1,,20832823,9551644,,8000000,6b1cd469c981c913
